"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"15","PC","MSI Cubi NUC Barebone Desktop","Mountain and Water","Reviewed in the United States on September 16, 2024","5.0 out of 5 stars","I own a small dropshipping business, and this mini desktop has been a great buy. It’s small, so it fits perfectly in my home office, but powerful enough to handle all my apps and multiple monitors. The ports make it easy to connect everything I need, and it’s super quiet, even when I’m working long hours",5,NA
"16","PC","MSI Cubi NUC Barebone Desktop","hdiedrichs","Reviewed in the United States on September 27, 2024","","Note this is the intel graphic card not a geforce card. Works well enough for a low price alternative to a laptop if you don't need a laptop display.",4,NA
"17","PC","MSI Cubi NUC Barebone Desktop","Justabobby","Reviewed in the United States on September 14, 2024","GreatBuy for my drop shipping business","The MSI Cubi 5 is a disappointment.  The UEFI has issues.  The PC runs hot.  I kept it, but would not buy again.""Secure Boot"" could be turned off only if the UEFI is accessed through an OS with a valid signed key. Windows or recent Linux Ubuntu/Mint work.  Search the web for ""msi cubi 5 secure boot violation"".  I have had other issues but since I don't see forum posts from others with these issues it may be my own capabilities.  I had recent MX and Sparky running but don't assume that you can easily boot just any Linux distribution even with secure boot off.  For example a Nobara flash drive that boots on other PCs does not boot on the Cubi 5 (but again, a more capable user may find success).I usually run the Cubi and most PCs in default Linux ""powersave"" mode.  At 0% CPU use, CPU temp is mid 30C.  At ~12% it is mid 40C.  At ~15% it is mid-high 50C.  At 20% it often hits 60C.  At 20% CPU use this PC is not silent because of fan noise.  A Lenovo laptop with the same CPU at 15% runs about 15C cooler (same software - temps determined by gkrellm).Otherwise the MSI Cubi 5 is OK.  Everything works (haven't used wifi) with Linux Mint.  It is small yet holds both an NVMe and a 2.5"" drive.  For a user with little expertise, the more powerful Cubi 5 has been a disappointment.  A more capable user may find it a fun challenge.",3,NA
"18","PC","MSI Cubi NUC Barebone Desktop","Penka","Reviewed in the United States on October 24, 2024","4.0 out of 5 stars","Exellent",5,NA
"19","PC","MSI Cubi NUC Barebone Desktop","William Robert Cleghorne","Reviewed in the United States on January 26, 2024","","Product purchased as a basis for a Kodi-based HTPC.  The Cubi was simple to plug in and turn on, and thus far works well.I docked one star because of the confusion involved in installing an internal hard drive.  The MSI website describes an optional baseplate that can be installed to accommodate a 2.5"" internal drive, in the case that you don't want to use an external USB hard drive.  This unit did not come with the second baseplate, and there is no mention of how to install a 2.5"" drive even though the unit did come with a SATA adapter and various screws for mounting an HDD to the hardware.In the end, you *can* install an internal HDD, but the process is a little convoluted:1) remove the existing baseplate, and locate the SATA port in the small space behind the DIMM2) remove the two screws holding the DIMM in place and remove the DIMM.  Attach the SATA adapter to the port.  You need very small fingers (or appropriate plastic tools) to do this.3) replace the DIMM and reinstall the DIMM mounting screws4) attach the HDD to the other end of the SATA adapter.  You need to do this *before* you attach the HDD to the baseplate.5) now line up the HDD mounting holes to the corresponding holes on the baseplate and attach with provided screws6) reattach the baseplate to the CubiOf course none of this is necessary if you opt for an external USB HDD instead of an internal HDD.",4,NA
"20","PC","MSI Cubi NUC Barebone Desktop","Stephen Smith","Reviewed in the United States on March 22, 2024","Good alternative to a laptop.","The iGPU on chip, is awesome. Videos are crystal clear AND smooth. AMD iGPUs can't touch this !!! Some people actually don't care about gaming. So sad that all videos on YouTube are focused on games. The 64 EUs on this chip work MAGIC. Intel CLEARLY demolishes AMD for internal graphics. The price for this unit is a crazy GOOD deal !!! You can get an OEM license for Windows for around $15. Yes, it is legal too. Retail Windows can be used from PC to PC. OEM windows is tied to the motherboard. Can't be used for another PC, unless you call Microsoft.",5,NA
"21","PC","MSI Cubi NUC Barebone Desktop","Public Name","Reviewed in the United States on January 1, 2024","3.0 out of 5 stars","In the couple of weeks that I’ve had the MSI Cubi N ADL, it has been a good, aesthetic mini PC and fast enough for my basic computer needs. I gave it 4 stars but it could’ve gotten 5 stars if:1. it had been even smaller in size, without reducing the number of ports.2. it had been fanless. Don’t get me wrong- its fans are very quiet, but they are not completely inaudible.3. it had had dual-channel RAM slots rather than single-channel RAM slot.4. it had supported power-delivery over USB-C via a smaller power supply, like an iPhone charger.5. it had been made from materials that don’t fall under California’s Proposition 65. Admittedly, other PC companies have the same problem too, but still, it was disturbing for me to notice the warning label.I also like MSI’s customer service and how-to videos on YouTube. All in all, thus far I’m content with this mini PC and I hope it will serve me well for many years to come.",4,NA
"22","PC","MSI Cubi NUC Barebone Desktop","Stephan","Reviewed in the United States on June 5, 2024","","The write-up read as though this simply doesn't have the OS installed, but it is in fact just a case with a motherboard and power supply. You need to bring your own RAM and Storage to make this usable. I've had good experience with MSI products over the years, but I'm subtracting a star for not being more clear about the actual configuration of this unit.",4,NA
"23","PC","MSI Cubi NUC Barebone Desktop","Yael Ruiz Pucheta","Reviewed in Mexico on August 4, 2024","disappointment","Es un excelente equipo, en general abre todo muy rápido y tiene una buena eficiencia energética. Sin embargo se debe considerar que el producto NO viene con memoria ram y disco ssd. Así mismo no cuenta con sistema operativo. Por lo cual considero que debes tener cierto conocimiento para comprar los elementos faltantes he instalarlos. Por lo demás teniendo todos el hardware es un equipo fenomenal que ocupa poco espacio.",5,NA
"24","PC","MSI Cubi NUC Barebone Desktop","Héctor","Reviewed in Mexico on April 28, 2024","5.0 out of 5 stars","",5,NA
"25","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Michael D. Anderson","Reviewed in the United States on November 29, 2024","5.0 out of 5 stars","I've been using my first CyberPowerPC since around 2017, and it's still meeting my needs. However, it was time for my young son to begin his foray into gaming and I ordered this computer as a good machine for a reasonable price last week. It arrived very quickly, easy to set up (we had an issue with the mouse but tech support took care of that hiccup the same day so no complaints). We've been using the computer pretty much four or five hours a day gaming since it arrived and the games run smoothly and without any issues. The design is actually very nice, the multiple fans help ensure it's not going to overheat and all in all, we're very pleased.",5,NA
"26","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Robert W Irion","Reviewed in the United States on November 27, 2024","","I got this computer so that I could game with my son. It is very fast and I have had no problems with the unit.",5,NA
"27","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Oscar Dauer","Reviewed in the United States on November 15, 2024","Second CyberPowerPC and this one is just as exceptional","I wish that this hadn't happened, as this was a great gaming PC, until one of the cooling fans stopped working.  However, it was disheartening that it happened so soon, after and easy set up.... All the PC manufacturer offered to do was to send me another replacement fan, and have me install it..... that's the best they could do under their warranty?  Sorry, myself doing my own warranty labor repairs is not acceptable, and shipping it down to them for a 14-21 day duration wasn't an acceptable option as well.... I will likely be looking at a completely different source for my next gaming PC purchase....",1,NA
"28","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Jesse Haushalter","Reviewed in the United States on November 7, 2024","5.0 out of 5 stars","this was my first prebuild and I'm happy to say that so far it's going quite spectacularly. I'll update in a year with my overall satisfaction.",5,NA
"29","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Amazon Customer","Reviewed in the United States on November 10, 2024","","Need more ram but. It's s decent computers . Runs good",4,NA
"30","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Amazon Customer","Reviewed in the United States on November 17, 2024","Excellent gaming computer","I have had this PC for a month now. I got this PC for gaming and have been enjoying every Minute of it.I did a lot of shopping around before I found this PC it had the best setup of parts for my price range.it was shipped quickly and safely I believe it's a great stating pc for anyone looking for gaming for a midrange budget PC.",4,NA
"31","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","edward kenyon","Reviewed in the United States on November 26, 2024","1.0 out of 5 stars","I just got the machine today and the Ram that it came with fell out of the slot, it wouldn’t click in and secure correctly. The T-Force DDR5 Ram is not to be trusted just grab 32Gb of Corsair if you’re looking. Also I have to go through 3 drill bits to remove the stock graphics card. It runs now but it shouldn’t be that in-depth for a pre-built.",5,NA
"32","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Patrick M","Reviewed in the United States on November 29, 2024","","",3,NA
"33","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Patrick M","Reviewed in Canada on November 8, 2024","Cooling Fan Failed After Less Than Two Weeks","The media could not be loaded.",3,NA
"34","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Madison","Reviewed in Canada on November 29, 2024","5.0 out of 5 stars","Honestly I was skeptical about ordering a prebuilt pc for many obvious reasons, but this has exceeded my expectations! The box came very tightly packed to hold everything in place while shipping and there was a foam piece in the inside the glass to help. Very easy to setup only took a few minutes. The processing speed is amazing compared to what I’m used to.That all being said, my keyboard came with a broken left shift key, it worked occasionally but then would stop working and as a gamer you kinda need that left shift key. I’m not one to complain or even write reviews but I contacted cyberpowerpc (after the 30 day amazon window) and they were totally helpful in getting me a new keyboard free of charge. They were very kind and friendly, also helped me register my pc. They also sent me a free mouse pad.I would completely buy from them again and they do a wonderful job in all areas. Thanks cyberpowerpc!!",5,NA
"35","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Emie","Reviewed in Canada on November 28, 2024","","",3,NA
"36","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Josh Strachan",NA,"first time purchaser","The media could not be loaded.",1,NA
"37","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Josh Strachan",NA,"4.0 out of 5 stars","J’ai reçu l’article endommagé pendant le transport, il n’était définitivement pas emballé assez sécuritairement et les transporteurs n’ont pas été délicat. Il m’est impossible de retourner l’article car c’est mon outil principal de travail et je l’attendais avec impatience. Ce qui est décevant c’est que après avoir contacté le service à la clientèle on m’a avisé qu’ils ne pouvaient rien faire pour moi sauf un retour, ce qui n’est pas une option dans mon cas. Sauf le problème d’emballage et de transport, l’ordinateur fonctionne bien et répond à mes attentes.",1,NA
"38","PC","CyberPowerPC Gamer Xtreme VR Gaming PC","Rahul Kumar",NA,"","",1,NA
"39","PC","iBUYPOWER Slate 8 MESH Gaming PC Computer Desktop SMI7N47S01","Brianna Smith","Reviewed in the United States on July 7, 2022","5.0 out of 5 stars","This image was just a temporary solution to how the cords were before. I am getting an ESD Mat to officially fix this and arrange them more properly.I've had this PC now since 2020. I have not had any issues what so ever with what I got it for which was gaming. Like Call of Duty Coldwar, Black Ops 2, Borderlands Series, Apel Legends, etc. They run great.I clean the inside of my own PC and recently I changed the Thermal because it started rising above 90 C. The first time I opened this PC the first time I cleaned it over a year ago, I noticed whoever put this PC together did not do cable management very well. They had em in zip ties which hey, good but at the same time, they pulled them on too tight. I had to carefully cut them off because nothing was unlocking them. When they came off, some of the cords had indentions in them which I don't think you're supposed to tie them too tight. There was not wiggle room what so ever. They only put the cords through two areas more near the front fans and even tied bent cords together. So right now until I get an ESD Mat, I've got a big jumble mess of cords trying to poke out. Only reason why I had to deal with it in the first place because the zip ties were so tight, the cords could not be moved at all for one, but the side panel would not close all the way. It was very unorganized cord wise and very poorly done. Everything else is great.If anyone plays big games like over 100gb's worth, I would recommend getting a bigger hard drive or an external hard drive because you would be able to get 2 maybe 3-4 games(maybe). But you need extra space for gaming performance to. It's an SDD which is good but there's not a lot of space. I would say this particular build would probably be good for people who play indie type games or games that don't require a lot of space.All in all, I'd give this an 6/10 for my experience. Minus 4 stars for the way the cords were put together.  Past 5 stars for never having performance issues with how they were done.The cooling fan I kind of don't like, when I changed the Thermal Paste in it a few days ago, this is the type of fan that you can't really get in between the heat sink and fan because of what the screw has that connects to the heatsink. It's impossible to take apart without breaking anything. So I'm considering on getting a new one at some point that I can easily maintain. And I really hate how uncomfortable it is once you get one screw out because it pops out loud and when trying to stick it back in its slot, you literally have to push down on it hard enough for the screw to be able to reach its socket. First time, I about had a heart attack because it literally sounds like something is breaking when it isn't. Either way, I don't like the fact you can't get behind the fan truly to get to the hard to reach places.It is quiet 99 percent of the time but you really hear the fans going once you launch a big graphical game like CoD. It's not LOUD but you can definitely hear the speed increase when playing and launching those type of games.Would I recommend this PC? Yes! Only complaint was cable management, storage and the cooling fan. This is a good budget gaming pc, so if anyone's looking for a cheap setup, this is it.It is also supports Windows 11 if anyone's wondering. It took me months before I realized that it was. You have to switch the TPM on yourself. You may not get the update right away but it is compatible.",5,NA
"40","PC","iBUYPOWER Slate 8 MESH Gaming PC Computer Desktop SMI7N47S01","Brianna Smith","Reviewed in the United States on April 9, 2020","","With the Covid-19 pandemic my job pivoted on a dime and mandated telework for at least two months. The second day of working on my laptop I decided I needed a new monitor so I bought an ultra wide screen one. With such a nice monitor I figured I would buy a new non-laptop computer so the laptop could be used by my kids for their school work. I did my research and having not owned a gaming PC in almost two decades I wound up pick this machine up from IBuyPower which looks to be a family run company and not a huge worldwide company.Setting up the system was a breeze, I will give you that using Windows for the first time in decades it felt really Mac like in the configuration walk through. The instructions that come with the system are one page and can be summed up as:  make sure nothing came loose inside, attach the Wi-Fi antenna, plug in power, keyboard, mouse and monitor, turn on. Easy enough although the antenna cable could be a little bit longer.Performance is top of the charts in every category. Maxed out setting in every game and plays smooth as butter. Bought a Vive VR setup and ran the performance test and maxed out in every category and boy is VR a lot of fun. I run my work environment in a window with the ultra wide monitor and the system just purrs.This was my first exposure to a SSD and man-oh-man what a speed difference. With the system powered down, pushing the power button results in a delay of seconds until the Windows sign in screen is shown. Man, I remember the days of watching the BIOS screen scrolling by and now it is so quick. Waking up the computer from sleep mode is nearly instantaneous.What else... the system is super quiet. The keyboard and mouse that come with the system are cool and work fine. I was getting 139MB/sec download speeds via the wi-fi antenna (I have the computer in the basement) but I ran a Cat-6 cable directly to the router and now am over 500mg/sec download which is nuts.Downsides: Came shipped in the IBuyPower packaging which would make it a steal target if you are not home. I would love a simple sheet of tech info on the system like what kind of RAM to buy, how many slots are available, etc. Video card only has one HDMI port which required me to buy a cable adaptor to get the Vive connected.There you have it. I have not had the chance to use tech support so I cannot comment. I am thrilled with the computer and would recommend it in a heartbeat to anyone who asked, I looks great, plays everything and handles everything I throw at it without breaking a sweat. It is nice to know I will get years of use from this machine without having to downgrade settings on games. Order it and sleep well with your purchase, you made the right choice.",5,NA
"41","PC","iBUYPOWER Slate 8 MESH Gaming PC Computer Desktop SMI7N47S01","Sports & Geekery","Reviewed in the United States on November 30, 2024","Cord Management, Storage and Cooling Fan","I bought this PC to replace my 5 year old Slate 2, which was running well but falling a bit behind the curve for gaming. And I am extremely happy with my choice. This is a beautiful PC. The packaging is great, no damage at all in shipping. Easy to unbox and get plugged in. And it runs like a dream.",5,NA
"42","PC","iBUYPOWER Slate 8 MESH Gaming PC Computer Desktop SMI7N47S01","David D.","Reviewed in Canada on August 19, 2020","5.0 out of 5 stars","It took a bit to get shipped to my home (and they made sure I signed for it) but it came in good, working order.  This is an impressive, quiet-running gaming PC.  Beautiful to look at as well. :)  I have thrown benchmarking games at it and with almost all settings on high/epic they run smoothly.  1660 Ti is the way to go if you have the budget for it.  Calling their support dept for assistance was also a pleasure, with a quick turn-around time for resolution to my OS problem.  Highly recommended and would buy from this seller again!",5,NA
"43","PC","iBUYPOWER Slate 8 MESH Gaming PC Computer Desktop SMI7N47S01","GetWillyNilly","Reviewed in Mexico on December 6, 2019","","Es mi primer acercamiento al PC GAMING y me parecio la mejor opcion para comenzar en ese mundo, la PC es muy rapida para conectar y comenzar a utilizar, los componentes son muy buenos  y me permite jugar todos los juegos en calidad Alta , todo se ve de buena calidad, estoy totalmente satisfecho con el producto",5,NA
"44","PC","iBUYPOWER Slate 8 MESH Gaming PC Computer Desktop SMI7N47S01","GetWillyNilly","Reviewed in Canada on August 23, 2020","A great gaming system that powers everything I throw at it.","",5,NA
"45","PC","iBUYPOWER Slate 8 MESH Gaming PC Computer Desktop SMI7N47S01","Edward L","Reviewed in Mexico on December 26, 2019","5.0 out of 5 stars","Great Quality PCSpeed of CPU excellent , Graphics card awesomeThis is a great PC, solid and works well together. Light make is fun to look at.Runs FS 2020 perfectly.  A great buy",5,NA
"46","PC","iBUYPOWER Slate 8 MESH Gaming PC Computer Desktop SMI7N47S01","Grant Hibbs","Reviewed in Canada on February 22, 2020","","Es una nave espacial!! el mejor CPU la entrega fue muy rapida y la forma en que cuidan el equipo en el empaquetado es lo mas profesional que eh visto.No duden en comprar esta marca.",5,NA
"47","PC","iBUYPOWER Slate 8 MESH Gaming PC Computer Desktop SMI7N47S01","Carlos Alberto Padilla Trujillo",NA,"Powerful PC for a great price","",5,NA
"48","PC","iBUYPOWER Slate 8 MESH Gaming PC Computer Desktop SMI7N47S01","Justin",NA,"Quiet, powerful gaming PC","Computer was failing to power up right out of box, after some trouble shooting I noticed one of the RAM sticks was not fully seated in the slot.  Clicked it into place and computer has been working great ever since. A less computer savvy person would have had a very frustrating experience out of the box.Highly unlikely that would happen in shipping, it was packaged very secure. So I am left to believe the quality control is lacking.  Other than that the computer has been working fantastic, very quiet, stylish case, I had my own keyboard and mouse so the included set is only my backup...but it looks alright. I love it so far.",4,NA
"49","PC","CyberPowerPC Gamer Master Gaming PC","Jon Martin","Reviewed in the United States on November 20, 2024","5.0 out of 5 stars","The PC itself is pretty good. The lights are changeable and it’s faster than the last pc we had.It’s very quiet, even when playing Elden Ring on maximum settingsThe Keyboard and mouse felt very similar to what I had in school, the quality wasn’t the best, but they’re definitely usable.",5,NA
"50","PC","CyberPowerPC Gamer Master Gaming PC","Joe Lunchbox","Reviewed in the United States on July 24, 2024","","Just grabbed this! Needed an upgrade and this had everything I needed and more for a great price in my budget! Shipped super fast, easy to set up, literally 5 mins. Was surprised with the quality of the keyboard and mouse. I have purchased others in the past and you can tell the keys & mouse were low quality. Keys light up nice, tower looks awesome with the lights and I am ready to game once again! Highly recommend CyberpowerPC, this is my second one and they never fail to deliver!",5,NA
"51","PC","CyberPowerPC Gamer Master Gaming PC","Lori M","Reviewed in the United States on October 2, 2024","Genuinely a perfect pc for us","I mostly play games like LoL or WoW, and its handled these perfectly well (especially LoL with good graphics since that's what I play most frequently). The keyboard and mouse are of decent quality, the RGB on all is fun, and the RGB on the PC is customizable. The setup once you get it is straightforward and easy, took probably 15 minutes or less. Overall very happy with my purchase!",5,NA
"52","PC","CyberPowerPC Gamer Master Gaming PC","jay","Reviewed in the United States on October 28, 2024","5.0 out of 5 stars","Everything works great plays world of warcraft silky smooth on max settings for graphic's they give you a preset scale from 1 to 6 i run at 5 runs at around 135 fps real good graphic's hands down the best for the money.",5,NA
"53","PC","CyberPowerPC Gamer Master Gaming PC","Sandi Rodriguez","Reviewed in the United States on July 30, 2024","","Had this for about a week now and so far it’s working pretty well. It was super easy to set up and a great deal for the price. The fans are definitely not silent, but they aren’t loud enough to cause a real nuisance",4,NA
"54","PC","CyberPowerPC Gamer Master Gaming PC","stephanie","Reviewed in the United States on November 25, 2024","Awesome PC","this is a great pc for starters and for people who just want to play simple games. its been pretty amazing and its run my games smoothly . 10/10",5,NA
"55","PC","CyberPowerPC Gamer Master Gaming PC","Ashley","Reviewed in the United States on October 27, 2024","5.0 out of 5 stars","This is by far the easiest computer I’ve ever set up in my life! Great for gaming and looks cool too with the lights! Very quiet processing, 4 usb ports",5,NA
"56","PC","CyberPowerPC Gamer Master Gaming PC","Landon","Reviewed in the United States on November 12, 2024","","Runs Cyberpunk 2077 very well as stated. Great gaming system for great price.",5,NA
"57","PC","CyberPowerPC Gamer Master Gaming PC","B.A.","Reviewed in Canada on October 3, 2024","Nice PC, packaged well!","After crashing my Core i7 10th gen laptop with RTX 2070 Max-Q, I decided to make the switch to a desktop PC with a Ryzen processor, aiming to avoid the noisy fans and high temperatures. This CYBERPOWERPC Gamer Master has blown my expectations away. Not only does it outperform my previous machine, but it also handles games like GTA 5 Online on maxed-out settings, delivering consistent 80-110 fps—something my old laptop couldn’t achieve even on medium settings.The future-proof DDR5 motherboard allows for easy upgrades, whether it’s the GPU, RAM, or SSD. There’s even room to add extra PCIe connectors like USB3 and USB-C ports, which is a great bonus. The RGB lighting is a nice touch, fully customizable with the ASUS app, and I love how quiet this machine is, even under heavy load. You can control fan noise and adjust CPU/GPU performance using the Armoury Crate software.One thing to keep in mind: double-check all cables and make sure the GPU and RAM are properly seated before your first boot. The PC comes with a 16GB RAM stick from Patriot, running at 6000 MT/s with CL36 latency, which is perfect for my current needs. In the future, I might upgrade to 4x32GB RAM to boost my machine learning work.Overall, this machine is incredible—performing like a high-end gaming laptop but at a fraction of the cost, with ultra-quiet operation and excellent FPS. Plus, it comes with a high-quality gaming mouse and keyboard right out of the box. Definitely worth every penny!",5,NA
"58","PC","CyberPowerPC Gamer Master Gaming PC","Amar","Reviewed in Canada on November 14, 2024","5.0 out of 5 stars","this pc is definitely best bang for your buck , i play fort and i get around performance 450+ fps for cod 250 fps on low performance graphics , zero stutter aswell and stays cool the whole time.",5,NA
"59","PC","CyberPowerPC Gamer Master Gaming PC","Patrick Rathwell","Reviewed in Canada on November 28, 2024","","Easy to set up and very fast",5,NA
"60","PC","CyberPowerPC Gamer Master Gaming PC","Gustavo perez","Reviewed in Mexico on July 1, 2024","Looks awesome","Hoy me llegó, y es una PC potente para juegos y tiene un precio accesible creo que es la mejor en cuanto a calidad precio, llega bien con sus protecciones!",5,NA
"61","PC","CyberPowerPC Gamer Master Gaming PC","Julien","Reviewed in Canada on October 24, 2024","4.0 out of 5 stars","",4,NA
"62","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","Kristina","Reviewed in the United States on November 9, 2024","5.0 out of 5 stars","Arrived well packaged with no damage. Excellent value for the hardware. Machine was well built at the factory. Very fast and runs cool and quiet. Allow the RGB software to be enabled on startups to keep saved RGB settings. Works great for gaming and blender rendering. Plenty of room to upgrade hardware down the road as needed. Setup was fast and easy.",5,NA
"63","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","Kristina","Reviewed in the United States on November 1, 2024","","",5,NA
"64","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","Brandon Radford","Reviewed in the United States on November 18, 2024","Excellent value","The media could not be loaded.",5,NA
"65","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","Brandon Radford","Reviewed in the United States on November 27, 2024","5.0 out of 5 stars","I think this computer is an incredible value. It’s an all white PC with adjustable, RGB lighting. It is very nice looking and runs well. It can run sims 4 in ultra, Genshin on high, Fortnite on high. It’s very good for under $1000. Extremely happy with this purchase.",5,NA
"66","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","nick","Reviewed in the United States on November 17, 2024","","It’s everything you’d ever want out of a prebuilt computer. Works fine with everything",5,NA
"67","PC","Thermaltake LCGS Quartz i460 R4 Gaming Desktop","nick","Reviewed in the United States on August 4, 2024","Very Happy","I originally bought this because the brand itself had good reviews, it was very competitively priced and the component list came to about roughly the same price so it felt like a good value.Pros: good price, good cable management (minus one exception which I will elaborate on at the end), plug and play after initial updates, can run games such as Starfield on high settings no issues, runs quiet, fans run/stop when they are supposed to, plenty of usb/display ports and relatively easy to access if you want to install something like an SSD.Cons: The graphics card is not MSI such as the one in the picture, instead it’s a “Zotac Gaming” a brand that I’ve never heard of (which isn’t much of an issue since they are virtually the same on paper)There is one concern however, when I was mounting an SSD, I noticed one of the cables that plugged into the motherboard appears to be bending the outlet, it can be seen on the second and  third picture. I am not sure if this is normal or what exactly that outlet powers, it appears it’s attached pretty well for now but it feels like the cable was pulled too tight when they were tucking away all the slack from the cables. Hopefully it’s nothing that comes loose in the future I will definitely reach out to the company to raise my concern.Overall I pretty satisfied with this prebuilt computer, I’ve been running WoW and starfield with no issues and I feel like I got a pretty good value in terms of price and aesthetics.",5,NA
